dataset,n_base_classifiers,n_objetos_gerados,qtde_classifiers,classifier_type,acc1,acc2,acc3,acc4,acc5,acc_mean,time_to_run
load_accent_recognition,20,10,20,naive-bayes,0.6515151515151515,0.6060606060606061,0.45454545454545453,0.6212121212121212,0.6153846153846154,0.5897435897435898,1.1383652687072754
load_statlog_sattelite_image,20,10,2,naive-bayes,0.7886557886557887,0.7723387723387724,0.818958818958819,0.7948717948717948,0.8003108003108003,0.795027195027195,50.55877923965454
load_statlog_sattelite_image,20,10,4,naive-bayes,0.7871017871017871,0.7754467754467754,0.8197358197358198,0.7956487956487956,0.8018648018648019,0.795959595959596,52.603015422821045
load_statlog_sattelite_image,20,10,6,naive-bayes,0.7902097902097902,0.7762237762237763,0.8205128205128205,0.7956487956487956,0.8010878010878011,0.7967365967365968,54.58309984207153
load_statlog_sattelite_image,20,10,8,naive-bayes,0.7894327894327894,0.7754467754467754,0.8212898212898213,0.7956487956487956,0.7995337995337995,0.7962703962703962,55.717867851257324
load_statlog_sattelite_image,20,10,10,naive-bayes,0.790986790986791,0.7738927738927739,0.8197358197358198,0.797979797979798,0.8018648018648019,0.7968919968919969,57.49181866645813
load_statlog_sattelite_image,20,10,20,naive-bayes,0.7894327894327894,0.7762237762237763,0.8205128205128205,0.7972027972027972,0.8018648018648019,0.797047397047397,20.75626802444458
load_electrical_grid_stability,20,10,2,knn,0.937,0.9285,0.9355,0.932,0.927,0.932,382.31463289260864
load_electrical_grid_stability,20,10,4,knn,0.9455,0.935,0.9375,0.937,0.9265,0.9362999999999999,406.8411474227905
load_electrical_grid_stability,20,10,6,knn,0.942,0.935,0.939,0.94,0.934,0.938,420.8867106437683
load_electrical_grid_stability,20,10,8,knn,0.9385,0.941,0.944,0.9415,0.9315,0.9393,431.3577036857605
load_electrical_grid_stability,20,10,10,knn,0.946,0.9325,0.945,0.941,0.939,0.9406999999999999,447.2427475452423
load_electrical_grid_stability,20,10,20,knn,0.944,0.9365,0.941,0.9385,0.9325,0.9385,121.60238146781921
load_htru_pulsar,20,10,2,knn,0.9745810055865922,0.9715083798882681,0.9762569832402235,0.9742944956691814,0.972338642078793,0.9737959012926115,365.83463430404663
load_htru_pulsar,20,10,4,knn,0.9776536312849162,0.9709497206703911,0.979050279329609,0.9742944956691814,0.9728974573903325,0.9749691168688861,373.4639325141907
load_htru_pulsar,20,10,6,knn,0.9748603351955307,0.9743016759776536,0.9804469273743017,0.9770885722268791,0.9759709416037999,0.976533690475633,373.3256962299347
load_htru_pulsar,20,10,8,knn,0.9782122905027933,0.9762569832402235,0.982122905027933,0.9790444258172674,0.9762503492595697,0.9783773907695574,387.5536024570465
load_htru_pulsar,20,10,10,knn,0.9787709497206704,0.9745810055865922,0.982122905027933,0.9779267951941883,0.9762503492595697,0.9779304009577908,402.1184666156769
load_htru_pulsar,20,10,20,knn,0.9793296089385475,0.9762569832402235,0.9835195530726257,0.9784856105057279,0.9756915339480302,0.9786566579410308,146.10449051856995
load_image_segmentation,20,10,2,knn,0.9372294372294372,0.948051948051948,0.9502164502164502,0.9588744588744589,0.9437229437229437,0.9476190476190476,41.23716139793396
load_image_segmentation,20,10,4,knn,0.9285714285714286,0.948051948051948,0.961038961038961,0.9653679653679653,0.9393939393939394,0.9484848484848485,42.95346546173096
load_image_segmentation,20,10,6,knn,0.9393939393939394,0.9523809523809523,0.9502164502164502,0.961038961038961,0.9393939393939394,0.9484848484848485,45.03529453277588
load_image_segmentation,20,10,8,knn,0.9393939393939394,0.9415584415584416,0.9567099567099567,0.9632034632034632,0.9415584415584416,0.9484848484848485,46.94889783859253
load_image_segmentation,20,10,10,knn,0.9372294372294372,0.9458874458874459,0.9502164502164502,0.9675324675324676,0.935064935064935,0.9471861471861471,48.822579860687256
load_image_segmentation,20,10,20,knn,0.9437229437229437,0.9458874458874459,0.9588744588744589,0.9675324675324676,0.9393939393939394,0.9510822510822511,19.864556312561035
load_rice,20,10,2,knn,0.9879021171295024,0.9851525982952983,0.9837778388781964,0.9859774539455596,0.9862524058289799,0.9858124828155072,309.1207151412964
load_rice,20,10,4,knn,0.9873522133626615,0.9870772614792411,0.9870772614792411,0.9870772614792411,0.9873522133626615,0.9871872422326092,323.2711319923401
load_rice,20,10,6,knn,0.9895518284300248,0.9881770690129228,0.9870772614792411,0.9873522133626615,0.9862524058289799,0.987682155622766,338.22888135910034
load_rice,20,10,8,knn,0.9895518284300248,0.9870772614792411,0.9892768765466043,0.9854275501787187,0.9898267803134452,0.9882320593896068,352.59810638427734
load_rice,20,10,10,knn,0.987627165246082,0.9879021171295024,0.9884520208963431,0.9870772614792411,0.9890019246631839,0.9880120978828705,366.94012331962585
load_rice,20,10,20,knn,0.9898267803134452,0.9873522133626615,0.9895518284300248,0.987627165246082,0.9890019246631839,0.9886719824030795,147.96001815795898
load_statlog_vehicle,20,10,2,knn,0.7294117647058823,0.6804733727810651,0.7100591715976331,0.7692307692307693,0.6804733727810651,0.713929690219283,12.044291257858276
load_statlog_vehicle,20,10,4,knn,0.7235294117647059,0.6745562130177515,0.7100591715976331,0.727810650887574,0.6982248520710059,0.7068360598677341,12.691233158111572
load_statlog_vehicle,20,10,6,knn,0.7235294117647059,0.6923076923076923,0.727810650887574,0.7455621301775148,0.6804733727810651,0.7139366515837104,13.37594485282898
load_statlog_vehicle,20,10,8,knn,0.7352941176470589,0.6923076923076923,0.7337278106508875,0.7751479289940828,0.6863905325443787,0.72457361642882,14.051620960235596
load_statlog_vehicle,20,10,10,knn,0.7647058823529411,0.6863905325443787,0.7159763313609467,0.7455621301775148,0.7159763313609467,0.7257222415593456,14.678364992141724
load_statlog_vehicle,20,10,20,knn,0.7470588235294118,0.6923076923076923,0.7159763313609467,0.7692307692307693,0.6923076923076923,0.7233762617473024,6.942240238189697
load_gamma_telecope,20,10,2,knn,0.8243953732912723,0.8159831756046267,0.8272870662460567,0.8299158780231335,0.825446898002103,0.8246056782334386,443.5241894721985
load_gamma_telecope,20,10,4,knn,0.8278128286014721,0.8322818086225027,0.8359621451104101,0.8454258675078864,0.8438485804416404,0.8370662460567824,460.3766965866089
load_gamma_telecope,20,10,6,knn,0.8317560462670873,0.8354363827549948,0.8370136698212408,0.8472660357518401,0.8480546792849631,0.8399053627760251,488.5137360095978
load_gamma_telecope,20,10,8,knn,0.832018927444795,0.8385909568874869,0.8409568874868559,0.8462145110410094,0.8538380651945321,0.8423238696109359,498.9697880744934
load_gamma_telecope,20,10,10,knn,0.833596214511041,0.8375394321766562,0.8393796004206099,0.8472660357518401,0.849106203995794,0.841377497371188,552.5493760108948
load_gamma_telecope,20,10,20,knn,0.8359621451104101,0.8378023133543638,0.8375394321766562,0.8467402733964248,0.8517350157728707,0.8419558359621451,188.35921573638916
load_pen_digit_recognition,20,10,2,knn,0.9945429740791268,0.9895407003183265,0.9945404913557779,0.9909008189262967,0.9904458598726115,0.9919941689104279,306.37379574775696
load_pen_digit_recognition,20,10,4,knn,0.9945429740791268,0.9895407003183265,0.9963603275705186,0.9909008189262967,0.9909008189262967,0.992449127964113,311.97780179977417
load_pen_digit_recognition,20,10,6,knn,0.9954524783992724,0.988631195998181,0.9949954504094631,0.9927206551410374,0.9913557779799818,0.992631111585587,325.38277220726013
load_pen_digit_recognition,20,10,8,knn,0.9949977262391997,0.9899954524783993,0.9940855323020928,0.9922656960873522,0.991810737033667,0.9926310288281422,333.51744389533997
load_pen_digit_recognition,20,10,10,knn,0.9949977262391997,0.990450204638472,0.9954504094631483,0.9927206551410374,0.9899909008189263,0.9927219792601566,353.39407205581665
load_pen_digit_recognition,20,10,20,knn,0.9945429740791268,0.9913597089586176,0.9954504094631483,0.9936305732484076,0.9904458598726115,0.9930859051243823,106.68793272972107
load_leaf,20,10,2,knn,0.5735294117647058,0.6617647058823529,0.6176470588235294,0.6470588235294118,0.5882352941176471,0.6176470588235294,5.896389961242676
load_leaf,20,10,4,knn,0.6176470588235294,0.6764705882352942,0.7058823529411765,0.6617647058823529,0.6617647058823529,0.6647058823529411,6.17844820022583
load_leaf,20,10,6,knn,0.5588235294117647,0.7058823529411765,0.7058823529411765,0.6176470588235294,0.6470588235294118,0.6470588235294118,6.329878807067871
load_leaf,20,10,8,knn,0.5147058823529411,0.6323529411764706,0.7205882352941176,0.6470588235294118,0.6911764705882353,0.6411764705882353,6.415469646453857
load_leaf,20,10,10,knn,0.6029411764705882,0.6764705882352942,0.6470588235294118,0.6470588235294118,0.6617647058823529,0.6470588235294117,6.571186542510986
load_leaf,20,10,20,knn,0.5882352941176471,0.6911764705882353,0.6911764705882353,0.6764705882352942,0.6470588235294118,0.6588235294117647,2.817711353302002
load_accent_recognition,20,10,2,knn,0.803030303030303,0.7272727272727273,0.7575757575757576,0.9242424242424242,0.7692307692307693,0.7962703962703963,4.320095062255859
load_accent_recognition,20,10,4,knn,0.8333333333333334,0.7424242424242424,0.7424242424242424,0.9242424242424242,0.8,0.8084848484848486,4.663969039916992
load_accent_recognition,20,10,6,knn,0.8333333333333334,0.7575757575757576,0.7424242424242424,0.9090909090909091,0.8,0.8084848484848484,4.825190544128418
load_accent_recognition,20,10,8,knn,0.7878787878787878,0.7424242424242424,0.696969696969697,0.9090909090909091,0.7846153846153846,0.7841958041958043,5.118988513946533
load_accent_recognition,20,10,10,knn,0.7878787878787878,0.7727272727272727,0.7272727272727273,0.9090909090909091,0.8,0.7993939393939394,5.356029748916626
load_accent_recognition,20,10,20,knn,0.8484848484848485,0.7727272727272727,0.696969696969697,0.8939393939393939,0.7846153846153846,0.7993473193473194,2.7378695011138916
load_statlog_sattelite_image,20,10,2,knn,0.9005439005439005,0.9005439005439005,0.9153069153069153,0.8974358974358975,0.9083139083139083,0.9044289044289044,259.86561846733093
load_statlog_sattelite_image,20,10,4,knn,0.9020979020979021,0.9013209013209014,0.9083139083139083,0.9005439005439005,0.9036519036519036,0.9031857031857033,266.85785579681396
load_statlog_sattelite_image,20,10,6,knn,0.9052059052059052,0.9013209013209014,0.9222999222999223,0.9083139083139083,0.912975912975913,0.9100233100233102,273.27303862571716
load_statlog_sattelite_image,20,10,8,knn,0.905982905982906,0.9005439005439005,0.916083916083916,0.9028749028749029,0.9075369075369075,0.9066045066045068,278.4041302204132
load_statlog_sattelite_image,20,10,10,knn,0.9036519036519036,0.8982128982128982,0.916083916083916,0.9013209013209014,0.9020979020979021,0.9042735042735043,273.196013212204
load_statlog_sattelite_image,20,10,20,knn,0.9044289044289044,0.8958818958818959,0.9176379176379177,0.8997668997668997,0.9013209013209014,0.9038073038073039,70.19559001922607
load_electrical_grid_stability,20,10,2,mix,0.984,0.9805,0.987,0.9775,0.9735,0.9804999999999999,144.3698000907898
load_electrical_grid_stability,20,10,4,mix,0.9875,0.9855,0.988,0.9835,0.979,0.9847000000000001,146.60822081565857
load_electrical_grid_stability,20,10,6,mix,0.9865,0.985,0.989,0.9865,0.988,0.9870000000000001,151.30217838287354
load_electrical_grid_stability,20,10,8,mix,0.9925,0.996,0.9945,0.993,0.991,0.9934,151.57143878936768
load_electrical_grid_stability,20,10,10,mix,0.9905,0.9905,0.9975,0.991,0.994,0.9927000000000001,154.66864657402039
load_electrical_grid_stability,20,10,20,mix,0.979,0.9835,0.986,0.988,0.9835,0.984,50.80783414840698
load_htru_pulsar,20,10,2,mix,0.9678770949720671,0.9678770949720671,0.9717877094972067,0.9715004191114837,0.9681475272422464,0.9694379691590143,183.31561183929443
load_htru_pulsar,20,10,4,mix,0.9770949720670391,0.976536312849162,0.9829608938547486,0.9787650181614976,0.9745739033249511,0.9779862200514797,185.03353834152222
load_htru_pulsar,20,10,6,mix,0.979608938547486,0.9748603351955307,0.9832402234636871,0.9782062028499581,0.9754121262922604,0.9782655652697845,188.44174456596375
load_htru_pulsar,20,10,8,mix,0.9784916201117319,0.9762569832402235,0.982122905027933,0.9784856105057279,0.9762503492595697,0.9783214936290372,194.5431797504425
load_htru_pulsar,20,10,10,mix,0.9779329608938547,0.9748603351955307,0.9843575418994414,0.9790444258172674,0.9770885722268791,0.9786567672065946,202.8529806137085
load_htru_pulsar,20,10,20,mix,0.979608938547486,0.9770949720670391,0.9824022346368715,0.9810002794076558,0.9759709416037999,0.9792154732525704,70.29757404327393
load_image_segmentation,20,10,2,mix,0.9588744588744589,0.961038961038961,0.9545454545454546,0.9632034632034632,0.9523809523809523,0.958008658008658,19.64488911628723
load_image_segmentation,20,10,4,mix,0.9502164502164502,0.9545454545454546,0.9588744588744589,0.9675324675324676,0.9523809523809523,0.9567099567099566,20.90809679031372
load_image_segmentation,20,10,6,mix,0.9502164502164502,0.9567099567099567,0.9567099567099567,0.974025974025974,0.9502164502164502,0.9575757575757576,22.15723466873169
load_image_segmentation,20,10,8,mix,0.961038961038961,0.9675324675324676,0.9502164502164502,0.9653679653679653,0.9588744588744589,0.9606060606060606,23.57882785797119
load_image_segmentation,20,10,10,mix,0.9458874458874459,0.9567099567099567,0.9502164502164502,0.9718614718614719,0.9502164502164502,0.954978354978355,24.74632978439331
load_image_segmentation,20,10,20,mix,0.9632034632034632,0.9718614718614719,0.9696969696969697,0.9783549783549783,0.9696969696969697,0.9705627705627705,9.671871423721313
load_rice,20,10,2,mix,0.9865273577124003,0.983502886994776,0.9848776464118779,0.9862524058289799,0.9851525982952983,0.9852625790486664,141.84676218032837
load_rice,20,10,4,mix,0.9884520208963431,0.9881770690129228,0.9903766840802859,0.9868023095958207,0.9881770690129228,0.9883970305196591,144.51422429084778
load_rice,20,10,6,mix,0.9879021171295024,0.9865273577124003,0.9892768765466043,0.9862524058289799,0.9898267803134452,0.9879571075061863,146.74029684066772
load_rice,20,10,8,mix,0.9890019246631839,0.9887269727797635,0.9892768765466043,0.987627165246082,0.9884520208963431,0.9886169920263954,150.55317497253418
load_rice,20,10,10,mix,0.9901017321968656,0.9890019246631839,0.9909265878471267,0.9881770690129228,0.9881770690129228,0.9892768765466045,155.61731004714966
load_rice,20,10,20,mix,0.9898267803134452,0.9879021171295024,0.9881770690129228,0.9873522133626615,0.9898267803134452,0.9886169920263953,72.08369970321655
load_statlog_vehicle,20,10,2,mix,0.7411764705882353,0.7218934911242604,0.7218934911242604,0.7455621301775148,0.6982248520710059,0.7257500870170553,6.225161552429199
load_statlog_vehicle,20,10,4,mix,0.7764705882352941,0.7159763313609467,0.7692307692307693,0.7337278106508875,0.7159763313609467,0.7422763661677689,6.6999831199646
load_statlog_vehicle,20,10,6,mix,0.7352941176470589,0.6745562130177515,0.7337278106508875,0.7869822485207101,0.7041420118343196,0.7269404803341454,7.2071287631988525
load_statlog_vehicle,20,10,8,mix,0.7176470588235294,0.7159763313609467,0.7159763313609467,0.7396449704142012,0.7100591715976331,0.7198607727114514,7.737415313720703
load_statlog_vehicle,20,10,10,mix,0.7705882352941177,0.7100591715976331,0.757396449704142,0.757396449704142,0.6982248520710059,0.7387330316742081,8.181883573532104
load_statlog_vehicle,20,10,20,mix,0.7705882352941177,0.7041420118343196,0.7455621301775148,0.7396449704142012,0.727810650887574,0.7375495997215455,3.496284008026123
load_gamma_telecope,20,10,2,mix,0.8222923238696109,0.8267613038906414,0.8280757097791798,0.8291272344900105,0.8309674027339643,0.8274447949526815,193.65663027763367
load_gamma_telecope,20,10,4,mix,0.8346477392218717,0.8351735015772871,0.842534174553102,0.8477917981072555,0.8430599369085173,0.8406414300736067,202.74033737182617
load_gamma_telecope,20,10,6,mix,0.841745531019979,0.8356992639327024,0.8435856992639327,0.8470031545741324,0.8525236593059937,0.8441114616193481,212.06551241874695
load_gamma_telecope,20,10,8,mix,0.8454258675078864,0.8456887486855941,0.844111461619348,0.8488433228180863,0.8496319663512093,0.8467402733964248,224.03659892082214
load_gamma_telecope,20,10,10,mix,0.8443743427970557,0.844900105152471,0.8456887486855941,0.8462145110410094,0.8527865404837014,0.8467928496319663,235.48811841011047
load_gamma_telecope,20,10,20,mix,0.844900105152471,0.8456887486855941,0.8462145110410094,0.8541009463722398,0.8577812828601472,0.8497371188222923,83.12176632881165
load_pen_digit_recognition,20,10,2,mix,0.9927239654388358,0.98681218735789,0.9954504094631483,0.991810737033667,0.991810737033667,0.9917216072654416,144.70731115341187
load_pen_digit_recognition,20,10,4,mix,0.9949977262391997,0.9927239654388358,0.9963603275705186,0.9927206551410374,0.9922656960873522,0.9938136740953887,149.91487383842468
load_pen_digit_recognition,20,10,6,mix,0.9949977262391997,0.9927239654388358,0.9940855323020928,0.9913557779799818,0.9913557779799818,0.9929037559880183,157.53521871566772
load_pen_digit_recognition,20,10,8,mix,0.9959072305593452,0.9927239654388358,0.9959053685168335,0.9931756141947224,0.9931756141947224,0.994177558580892,164.57585215568542
load_pen_digit_recognition,20,10,10,mix,0.9945429740791268,0.9913597089586176,0.9949954504094631,0.9931756141947224,0.9936305732484076,0.9935408641780675,172.94158387184143
load_pen_digit_recognition,20,10,20,mix,0.9945429740791268,0.9913597089586176,0.9954504094631483,0.9904458598726115,0.9931756141947224,0.9929949133136453,47.42816686630249
load_leaf,20,10,2,mix,0.6029411764705882,0.6764705882352942,0.7205882352941176,0.6764705882352942,0.6323529411764706,0.661764705882353,3.6700809001922607
load_leaf,20,10,4,mix,0.6323529411764706,0.6470588235294118,0.6617647058823529,0.6470588235294118,0.6176470588235294,0.6411764705882352,3.9039206504821777
load_leaf,20,10,6,mix,0.6470588235294118,0.7205882352941176,0.7205882352941176,0.6764705882352942,0.7058823529411765,0.6941176470588235,4.141575574874878
load_leaf,20,10,8,mix,0.6176470588235294,0.7352941176470589,0.7058823529411765,0.6764705882352942,0.6470588235294118,0.6764705882352942,4.345384359359741
load_leaf,20,10,10,mix,0.6470588235294118,0.6764705882352942,0.75,0.6617647058823529,0.6764705882352942,0.6823529411764706,4.476319313049316
load_leaf,20,10,20,mix,0.6470588235294118,0.7794117647058824,0.7352941176470589,0.6617647058823529,0.6911764705882353,0.7029411764705882,1.689012050628662
load_accent_recognition,20,10,2,mix,0.803030303030303,0.7878787878787878,0.803030303030303,0.9090909090909091,0.8,0.8206060606060606,2.290773630142212
load_accent_recognition,20,10,4,mix,0.7878787878787878,0.7727272727272727,0.7575757575757576,0.8939393939393939,0.8307692307692308,0.8085780885780887,2.443821430206299
load_accent_recognition,20,10,6,mix,0.8484848484848485,0.7878787878787878,0.7424242424242424,0.8939393939393939,0.7846153846153846,0.8114685314685316,2.6367697715759277
load_accent_recognition,20,10,8,mix,0.803030303030303,0.7727272727272727,0.7424242424242424,0.8787878787878788,0.8,0.7993939393939394,2.718322515487671
load_accent_recognition,20,10,10,mix,0.7878787878787878,0.7272727272727273,0.7424242424242424,0.8484848484848485,0.8153846153846154,0.7842890442890443,2.9072985649108887
load_accent_recognition,20,10,20,mix,0.8181818181818182,0.7575757575757576,0.7424242424242424,0.8939393939393939,0.8461538461538461,0.8116550116550117,1.384533166885376
load_statlog_sattelite_image,20,10,2,mix,0.9028749028749029,0.8943278943278943,0.9137529137529138,0.9028749028749029,0.9028749028749029,0.9033411033411033,112.73668766021729
load_statlog_sattelite_image,20,10,4,mix,0.8997668997668997,0.8997668997668997,0.9168609168609169,0.8982128982128982,0.9075369075369075,0.9044289044289044,116.14099144935608
load_statlog_sattelite_image,20,10,6,mix,0.9020979020979021,0.8966588966588966,0.9222999222999223,0.9005439005439005,0.916083916083916,0.9075369075369075,120.56708359718323
load_statlog_sattelite_image,20,10,8,mix,0.9005439005439005,0.9036519036519036,0.912975912975913,0.9106449106449106,0.9067599067599068,0.9069153069153069,124.15782117843628
load_statlog_sattelite_image,20,10,10,mix,0.9083139083139083,0.9083139083139083,0.9238539238539238,0.9090909090909091,0.8997668997668997,0.9098679098679099,130.59335589408875
load_statlog_sattelite_image,20,10,20,mix,0.912975912975913,0.9005439005439005,0.9215229215229215,0.9121989121989122,0.916083916083916,0.9126651126651126,32.127432346343994
load_electrical_grid_stability,20,10,1,tree,0.9975,0.998,0.999,0.9945,0.9995,0.9977,17.216425895690918
load_electrical_grid_stability,20,10,3,tree,0.999,1.0,1.0,0.9995,0.9995,0.9996,18.38944101333618
load_electrical_grid_stability,20,10,5,tree,0.9995,0.9985,1.0,0.9995,0.9985,0.9992000000000001,19.149920225143433
load_electrical_grid_stability,20,10,7,tree,0.998,0.999,1.0,1.0,0.9995,0.9993000000000001,20.10333013534546
load_electrical_grid_stability,20,10,9,tree,1.0,0.9985,1.0,1.0,0.9995,0.9996,20.960054874420166
load_htru_pulsar,20,10,1,tree,0.9675977653631285,0.9656424581005587,0.9720670391061452,0.9673093042749371,0.960324112880693,0.9665881359450925,84.87147974967957
load_htru_pulsar,20,10,3,tree,0.9773743016759776,0.9743016759776536,0.979608938547486,0.9776473875384185,0.9751327186364906,0.9768130044752052,86.03784990310669
load_htru_pulsar,20,10,5,tree,0.9776536312849162,0.9748603351955307,0.9807262569832402,0.9784856105057279,0.9751327186364906,0.9773717105211812,88.07349896430969
load_htru_pulsar,20,10,7,tree,0.9770949720670391,0.9787709497206704,0.9826815642458101,0.9812796870634255,0.9768091645711092,0.9793272675336109,89.78615188598633
load_htru_pulsar,20,10,9,tree,0.9768156424581006,0.9787709497206704,0.9837988826815642,0.9779267951941883,0.9768091645711092,0.9788242869251265,91.60457587242126
load_image_segmentation,20,10,1,tree,0.961038961038961,0.9502164502164502,0.9675324675324676,0.9567099567099567,0.9653679653679653,0.9601731601731602,4.151039361953735
load_image_segmentation,20,10,3,tree,0.9718614718614719,0.9696969696969697,0.9761904761904762,0.9783549783549783,0.9696969696969697,0.9731601731601731,4.363770484924316
load_image_segmentation,20,10,5,tree,0.9761904761904762,0.9718614718614719,0.9761904761904762,0.9935064935064936,0.9632034632034632,0.9761904761904763,4.574069023132324
load_image_segmentation,20,10,7,tree,0.9783549783549783,0.974025974025974,0.9632034632034632,0.987012987012987,0.974025974025974,0.9753246753246753,4.785068035125732
load_image_segmentation,20,10,9,tree,0.9805194805194806,0.9761904761904762,0.974025974025974,0.9783549783549783,0.9805194805194806,0.9779220779220779,5.000988245010376
load_rice,20,10,1,tree,0.9837778388781964,0.9848776464118779,0.9826780313445147,0.9832279351113555,0.9824030794610943,0.9833929062414078,31.224372625350952
load_rice,20,10,3,tree,0.9862524058289799,0.9857025020621392,0.9879021171295024,0.9859774539455596,0.9854275501787187,0.98625240582898,32.992165088653564
load_rice,20,10,5,tree,0.9887269727797635,0.9881770690129228,0.9881770690129228,0.9870772614792411,0.9881770690129228,0.9880670882595546,34.71699857711792
load_rice,20,10,7,tree,0.9892768765466043,0.9879021171295024,0.9887269727797635,0.9892768765466043,0.9884520208963431,0.9887269727797635,36.30991220474243
load_rice,20,10,9,tree,0.9903766840802859,0.9890019246631839,0.9884520208963431,0.987627165246082,0.9901017321968656,0.9891119054165521,37.97629976272583
load_statlog_vehicle,20,10,1,tree,0.7411764705882353,0.7514792899408284,0.757396449704142,0.7514792899408284,0.7514792899408284,0.7506021580229725,1.6073427200317383
load_statlog_vehicle,20,10,3,tree,0.788235294117647,0.7455621301775148,0.7810650887573964,0.757396449704142,0.7159763313609467,0.7576470588235293,1.6934232711791992
load_statlog_vehicle,20,10,5,tree,0.8,0.7337278106508875,0.7928994082840237,0.7337278106508875,0.7041420118343196,0.7528994082840237,1.7759578227996826
load_statlog_vehicle,20,10,7,tree,0.7705882352941177,0.757396449704142,0.7751479289940828,0.7455621301775148,0.727810650887574,0.7553010790114862,1.9135448932647705
load_statlog_vehicle,20,10,9,tree,0.8176470588235294,0.7159763313609467,0.7928994082840237,0.7869822485207101,0.727810650887574,0.7682631395753567,1.9461979866027832
load_gamma_telecope,20,10,1,tree,0.8130914826498423,0.8115141955835962,0.8209779179810726,0.8162460567823344,0.8186119873817035,0.8160883280757097,34.63352179527283
load_gamma_telecope,20,10,3,tree,0.8477917981072555,0.8404311251314406,0.8456887486855941,0.8554153522607781,0.8527865404837014,0.848422712933754,36.329864263534546
load_gamma_telecope,20,10,5,tree,0.851472134595163,0.8588328075709779,0.8617245005257623,0.860410094637224,0.8596214511041009,0.8584121976866456,38.0438871383667
load_gamma_telecope,20,10,7,tree,0.8606729758149316,0.8583070452155626,0.8651419558359621,0.868559411146162,0.8633017875920084,0.8631966351209254,40.07325744628906
load_gamma_telecope,20,10,9,tree,0.8669821240799159,0.8651419558359621,0.8703995793901157,0.870136698212408,0.8711882229232387,0.8687697160883282,41.62148070335388
load_pen_digit_recognition,20,10,1,tree,0.977262391996362,0.9763528876762164,0.9822565969062784,0.9777070063694268,0.9818016378525932,0.9790761041601754,52.80057215690613
load_pen_digit_recognition,20,10,3,tree,0.9890859481582538,0.9845384265575261,0.989080982711556,0.9840764331210191,0.9872611464968153,0.986808587409034,53.41187810897827
load_pen_digit_recognition,20,10,5,tree,0.9913597089586176,0.9877216916780355,0.9899909008189263,0.9858962693357598,0.9881710646041856,0.988627927079105,54.62367916107178
load_pen_digit_recognition,20,10,7,tree,0.9895407003183265,0.9899954524783993,0.991810737033667,0.9904458598726115,0.9895359417652412,0.9902657382936491,55.96979546546936
load_pen_digit_recognition,20,10,9,tree,0.9931787175989086,0.990450204638472,0.9909008189262967,0.989080982711556,0.9913557779799818,0.9909933003710432,56.83109974861145
load_leaf,20,10,1,tree,0.6323529411764706,0.6323529411764706,0.6176470588235294,0.6617647058823529,0.6911764705882353,0.6470588235294118,1.6750221252441406
load_leaf,20,10,3,tree,0.7058823529411765,0.6323529411764706,0.6764705882352942,0.7205882352941176,0.6764705882352942,0.6823529411764706,1.7049479484558105
load_leaf,20,10,5,tree,0.6911764705882353,0.6470588235294118,0.6470588235294118,0.6911764705882353,0.6911764705882353,0.6735294117647059,1.738680362701416
load_leaf,20,10,7,tree,0.6764705882352942,0.75,0.6764705882352942,0.6323529411764706,0.6176470588235294,0.6705882352941177,1.7719175815582275
load_leaf,20,10,9,tree,0.7205882352941176,0.7205882352941176,0.6911764705882353,0.75,0.6911764705882353,0.7147058823529411,1.800257682800293
load_accent_recognition,20,10,1,tree,0.8181818181818182,0.7121212121212122,0.7575757575757576,0.8484848484848485,0.6923076923076923,0.7657342657342658,0.6247847080230713
load_accent_recognition,20,10,3,tree,0.7272727272727273,0.7575757575757576,0.7575757575757576,0.8333333333333334,0.7692307692307693,0.768997668997669,0.6559340953826904
load_accent_recognition,20,10,5,tree,0.8484848484848485,0.7272727272727273,0.7121212121212122,0.803030303030303,0.8461538461538461,0.7874125874125875,0.6858417987823486
load_accent_recognition,20,10,7,tree,0.8333333333333334,0.7878787878787878,0.7575757575757576,0.8181818181818182,0.7538461538461538,0.7901631701631702,0.7145857810974121
load_accent_recognition,20,10,9,tree,0.7878787878787878,0.7575757575757576,0.7272727272727273,0.8484848484848485,0.7538461538461538,0.775011655011655,0.7462911605834961
load_statlog_sattelite_image,20,10,1,tree,0.8717948717948718,0.8609168609168609,0.8826728826728827,0.8655788655788655,0.8749028749028749,0.8711732711732711,31.73114252090454
load_statlog_sattelite_image,20,10,3,tree,0.8826728826728827,0.8888888888888888,0.898989898989899,0.8951048951048951,0.8982128982128982,0.8927738927738927,31.98482894897461
load_statlog_sattelite_image,20,10,5,tree,0.8865578865578866,0.8888888888888888,0.9005439005439005,0.8951048951048951,0.9090909090909091,0.896037296037296,32.85159182548523
load_statlog_sattelite_image,20,10,7,tree,0.891996891996892,0.8997668997668997,0.9036519036519036,0.8982128982128982,0.9013209013209014,0.898989898989899,33.70276474952698
load_statlog_sattelite_image,20,10,9,tree,0.8958818958818959,0.8896658896658897,0.9098679098679099,0.9020979020979021,0.905982905982906,0.9006993006993007,34.01824188232422
load_electrical_grid_stability,20,10,1,perceptron,0.911,0.88,0.9145,0.9275,0.937,0.914,27.363208055496216
load_electrical_grid_stability,20,10,3,perceptron,0.9355,0.9205,0.93,0.9455,0.9275,0.9318,28.205177068710327
