dataset,n_base_classifiers,n_objetos_gerados,qtde_classifiers,classifier_type,acc1,acc2,acc3,acc4,acc5,acc_mean,time_to_run
load_gamma_telecope,20,10,5,mix,0.8380651945320715,0.843322818086225,0.8420084121976866,0.8525236593059937,0.8501577287066246,0.8452155625657202,212.48126482963562
load_gamma_telecope,20,10,7,mix,0.8383280757097792,0.8393796004206099,0.8462145110410094,0.8527865404837014,0.85068349106204,0.8454784437434281,237.70842599868774
load_gamma_telecope,20,10,9,mix,0.8401682439537329,0.844900105152471,0.8462145110410094,0.8519978969505784,0.8572555205047319,0.8481072555205047,248.641042470932
load_pen_digit_recognition,20,10,1,mix,0.9931787175989086,0.9909049567985448,0.9959053685168335,0.9899909008189263,0.9913557779799818,0.992267144342639,154.207861661911
load_pen_digit_recognition,20,10,3,mix,0.9954524783992724,0.9918144611186903,0.9954504094631483,0.9931756141947224,0.9927206551410374,0.9937227236633742,157.48996448516846
load_pen_digit_recognition,20,10,5,mix,0.9954524783992724,0.990450204638472,0.9968152866242038,0.9940855323020928,0.991810737033667,0.9937228477995415,166.35591197013855
load_pen_digit_recognition,20,10,7,mix,0.9945429740791268,0.9913597089586176,0.997270245677889,0.9940855323020928,0.9913557779799818,0.9937228477995415,177.53258895874023
load_pen_digit_recognition,20,10,9,mix,0.9959072305593452,0.9918144611186903,0.997270245677889,0.9927206551410374,0.9936305732484076,0.9942686331490739,182.67344737052917
load_leaf,20,10,1,mix,0.6764705882352942,0.7205882352941176,0.6617647058823529,0.6029411764705882,0.6470588235294118,0.6617647058823529,3.563929319381714
load_leaf,20,10,3,mix,0.6470588235294118,0.7058823529411765,0.6764705882352942,0.6029411764705882,0.6323529411764706,0.6529411764705882,3.951181650161743
load_leaf,20,10,5,mix,0.6911764705882353,0.75,0.7352941176470589,0.6470588235294118,0.6470588235294118,0.6941176470588235,4.0661115646362305
load_leaf,20,10,7,mix,0.6029411764705882,0.7352941176470589,0.6764705882352942,0.6911764705882353,0.6764705882352942,0.6764705882352942,4.25731348991394
load_leaf,20,10,9,mix,0.6617647058823529,0.75,0.7647058823529411,0.6029411764705882,0.6470588235294118,0.6852941176470588,4.406389236450195
load_accent_recognition,20,10,1,mix,0.803030303030303,0.7727272727272727,0.7424242424242424,0.8787878787878788,0.7538461538461538,0.7901631701631702,2.1665711402893066
load_accent_recognition,20,10,3,mix,0.8484848484848485,0.7575757575757576,0.7272727272727273,0.8636363636363636,0.7846153846153846,0.7963170163170162,2.3285672664642334
load_accent_recognition,20,10,5,mix,0.8181818181818182,0.7575757575757576,0.7878787878787878,0.8787878787878788,0.7692307692307693,0.8023310023310023,2.4971487522125244
load_accent_recognition,20,10,7,mix,0.803030303030303,0.7727272727272727,0.7727272727272727,0.9090909090909091,0.7692307692307693,0.8053613053613053,2.6435110569000244
load_accent_recognition,20,10,9,mix,0.7878787878787878,0.7424242424242424,0.7727272727272727,0.9090909090909091,0.7846153846153846,0.7993473193473193,2.8327455520629883
load_statlog_sattelite_image,20,10,1,mix,0.9005439005439005,0.9044289044289044,0.912975912975913,0.9013209013209014,0.898989898989899,0.9036519036519037,111.11845254898071
load_statlog_sattelite_image,20,10,3,mix,0.9044289044289044,0.9005439005439005,0.9184149184149184,0.9028749028749029,0.8997668997668997,0.9052059052059054,113.62236380577087
load_statlog_sattelite_image,20,10,5,mix,0.9036519036519036,0.8974358974358975,0.9137529137529138,0.9098679098679099,0.8974358974358975,0.9044289044289044,117.19507098197937
load_statlog_sattelite_image,20,10,7,mix,0.9013209013209014,0.8951048951048951,0.9199689199689199,0.9106449106449106,0.9106449106449106,0.9075369075369075,121.13797545433044
load_statlog_sattelite_image,20,10,9,mix,0.8997668997668997,0.8943278943278943,0.916083916083916,0.9083139083139083,0.905982905982906,0.9048951048951048,126.40346240997314
